preflabel,vicnames id
MCMILLANS,101990
RUNNYMEDE,102668
AVONMORE,100216
MYRTLE CREEK,102258
SUTTON GRANGE,102890
BAYNTON,100307
WOOLAMAI,103406
PRINCETOWN,102558
FERGUSON,101157
RESEARCH,102605
TANDARRA,102928
MAIDEN GULLY,101926
GOLDEN SQUARE,101325
AXEDALE,100219
KNOWSLEY,101690
EPPALOCK,101118
WOLLERT,103369
MERNDA,102022
HAWTHORN EAST,101437
KATUNGA,101620
BOORCAN,100448
ROBINVALE,102632
SUNSHINE,102881
SUNSHINE WEST,102883
BAYSWATER NORTH,100310
BAYSWATER,100309
CAPE PATERSON,100654
MANNS BEACH,101952
HEIDELBERG HEIGHTS,101455
IVANHOE,101548
CHILDERS,100740
HAMLYN HEIGHTS,101413
EGANSTOWN,101085
TERANG,102986
MORIAC,102144
MODEWARRE,102089
PARAPARAP,102452
EPSOM,101120
EAGLEHAWK,101056
JACKASS FLAT,101552
OAK PARK,102411
TARRA VALLEY,102949
MACKS CREEK,101913
BRIM,100499
LAH,101749
VERMONT SOUTH,103158
WERNETH,103292
BOOLE POOLE,100444
VESPER,103160
SIMPSONS CREEK,102751
WARRANDYTE,103238
ALPHINGTON,100153
CORRINGLE,100849
WICKLIFFE,103327
SOMERTON,102775
MORNINGTON,102145
MOOROODUC,102136
CABBAGE TREE CREEK,100618
SANDHURST,102690
BESSIEBELLE,100367
WIMBLEDON HEIGHTS,103348
YARRA GLEN,103474
YERING,103494
GRUYERE,101394
WOORI YALLOCK,103415
BRODRIBB RIVER,100510
LUBECK,101897
ST HELENS PLAINS,102814
BONANG,100428
BENDOC,100349
WILLATOOK,103334
NORTH SHORE,102377
PEARSONDALE,102473
LILLICO,101838
GELLIONDALE,101233
WEEAPROINAH,103280
HEDLEY,101452
PASTORIA EAST,102464
YULECART,103504
KILMANY,101665
ROSEDALE,102653
ALLANS FLAT,100144
OSBORNES FLAT,102434
YELTA,103490
MERBEIN,102015
BOWMANS FOREST,100466
GAPSTED,101216
WHOROULY,103322
WHOROULY EAST,103323
SEBASTIAN,102715
CAMPBELLS FOREST,100637
RAVENSWOOD,102582
HEATHCOTE,101446
RAVENSWOOD SOUTH,102584
HEATHCOTE SOUTH,101448
HERNE HILL,101461
WALLINGTON,103195
OCEAN GROVE,102420
DEANSIDE,123262
FIELDSTONE,123260
FRASER RISE,123261
HARKNESS,123252
THORNHILL PARK,123256
WANTIRNA SOUTH,103220
SCORESBY,102702
GLENAIRE,101273
JOHANNA,101576
CORA LYNN,100835
RYE,102676
MYOLA,102253
BALMATTUM,100248
MARRAWEENEY,101970
KITHBROOK,101688
CLARENDON,100755
BRIAGOLONG,100488
WARRANWOOD,103240
ARDEER,100188
SEVILLE,102725
BRAYBROOK,100480
FITZROY NORTH,101174
HAZEL PARK,101438
SWAN MARSH,102895
LAANG,101740
WATTLE HILL,103270
FINGAL,101168
BOOSEY,100455
HORDERN VALE,101497
WALKERVILLE,103185
WARATAH BAY,103223
GERANGAMETE,101240
GOUGHS BAY,101346
TALLANGATTA EAST,102915
TALLANGATTA SOUTH,102916
AVALON,100210
NARRAWONG,102294
BOLWARRA,100425
ALLESTREE,100148
DUTTON WAY,101053
TALGARNO,102912
BETHANGA,100371
BELLBRIDGE,100335
ABERFELDIE,100119
MOONEE PONDS,102123
CONNEWIRRICOO,100820
MOOROOLBARK,102137
MONTROSE,102115
YANDOIT HILLS,103466
FRANKLINFORD,101199
GLENAROUA,101276
PYALONG,102566
HIGH CAMP,101473
DARNUM,100931
CLOVERLEA,100772
DENISON,100952
NALANGIL,102265
JEERALANG,101563
JANCOURT EAST,101559
TOOTGAROOK,103065
JUMBUK,101580
GLENFYNE,101281
GLEN FORBES,101264
EASTERN VIEW,101067
MEPUNGA,102012
CORONET BAY,100846
STACEYS BRIDGE,102820
RINGWOOD NORTH,102625
SWAN REACH,102896
PASCHENDALE,102460
MERRIMU,102032
ABERFELDY,100120
TULLAMARINE,103108
DROUIN EAST,101015
BENNISON,100353
BUMBERRAH,100561
BOOROOL,100453
MARDAN,101957
TINTALDRA,103026
RESERVOIR,102606
COBURG NORTH,100793
DENVER,100955
BEVERIDGE,100375
YEO,103492
DARLIMURLA,100928
SANDFORD,102688
CARRAJUNG SOUTH,100690
MOUNT CLEAR,102169
LAKE EILDON,101758
MURCHISON,102225
MORGIANA,102143
NAMBROK,102268
YAMBUNA,103459
TONGALA,103035
KINGSTON,101682
SPRINGMOUNT,102801
EYNESBURY,101143
MOUNT COTTRELL,102172
KERRISDALE,101647
STRATH CREEK,102851
DUNROBIN,101045
CASTERTON,100700
LAKE BOLAC,101753
WESTMERE,103307
WISELEIGH,103367
GOWANBRAE,101349
NARRAPUMELAP SOUTH,102293
ELAINE,101088
BAW BAW,100302
WARRANDYTE SOUTH,103239
FITZROY,101172
WANDIN EAST,103205
YATCHAW,103486
DEREEL,100959
MOUNT MERCER,102193
GLENFALLOCH,103510
PARK ORCHARDS,102453
CORIO,100842
DREEITE,101006
PORT FRANKLIN,102539
NOWA NOWA,102385
SYDENHAM,102901
BOOKAAR,100436
KORUMBURRA,101718
WHITELAW,103316
MONEGEETTA,102106
BOLINDA,100423
SILVERLEAVES,102748
ELLINBANK,101096
CANADIAN,100642
KENSINGTON,101640
CAULFIELD NORTH,100710
CAULFIELD EAST,100709
CARRAJUNG,100688
SUNSET STRIP,102880
CARLISLE RIVER,100676
SMITHS BEACH,102763
ALBERTON,100134
SAFETY BEACH,102678
POOWONG,102529
DELBURN,100950
VITE VITE,103167
FRANKSTON NORTH,101202
YEA,103488
MURRINDINDI,102242
TOORA,103056
AGNES,100126
CALLIGNEE SOUTH,100628
MOUNT TASSIE,102201
BLACKWARRY,100404
BENWERRIN,100356
LORNE,101889
BUFFALO,100542
MIDDLE TARWIN,102045
LANGWARRIN,101799
SEASPRAY,102712
GIFFARD,101247
SIMPSON,102750
DREEITE SOUTH,101008
WARRION,103246
GISBORNE,101256
GISBORNE SOUTH,101257
KEILOR DOWNS,101626
CHARLTON,100722
DOOBOOBETIC,100995
YEUNGROON,103495
KURUNJANG,101732
BRUNSWICK,100526
DERRIMUT,100962
LAVERTON NORTH,101811
MERRICKS BEACH,102027
SHOREHAM,102745
FLINDERS,101180
PORTLAND NORTH,102545
CASHMORE,100697
PORTLAND WEST,102546
MOUNTAIN BAY,102206
TOOLANGI,103043
BALLIANG EAST,100246
TRAYNORS LAGOON,103092
YORK PLAINS,103501
KORUMBURRA SOUTH,101719
JUMBUNNA,101581
MOUNT BEST,102157
GREENHILL,101378
SEBASTOPOL,102717
MIRIMBAH,102074
PRAHRAN,102553
CONNEWARRE,100819
TORQUAY,103066
MYRTLEBANK,102259
BLACKWOOD,100405
GREENDALE,101377
MYRNIONG,102254
MIDDLE PARK,102044
ST KILDA,102815
ST KILDA WEST,102818
CAMBRIAN HILL,100633
LONG FOREST,101878
BONSHAW,100435
MAIDSTONE,101927
CHATSWORTH,100724
KOOYONG,101712
GILDEROY,101250
LISMORE,101857
MCCRAE,101983
GIFFARD WEST,101248
PIRRON YALLOCK,102507
BALNARRING,100250
LUCKNOW,101898
FERNBANK,101160
WHITTINGTON,103319
PIER MILAN,102495
TEMPY,102983
NANDALY,102269
TYENNA,103118
COBAINS,100780
TAYLORS HILL,102970
SARSFIELD,102697
BURNSIDE HEIGHTS,100593
ELLIMINYT,101095
FLOWERDALE,101183
CLONBINANE,100769
EURACK,101131
OMBERSLEY,102425
BEEAC,100323
HEATHMERE,101450
OUTTRIM,102436
WEERING,103281
DOLLAR,100988
WOMBAT CREEK,103370
BULN BULN,100559
GARFIELD,101218
DROUIN SOUTH,101016
MOUNT ELIZA,102182
THOMSON,103006
BELMONT,100341
NARINGAL EAST,102288
FAIRBANK,101144
BUDGEREE,100540
BARONGAROOK WEST,100284
HOMERTON,101492
TYERS,103119
GNARWARRE,101316
CARDINIA,100669
CURLEWIS,100909
LEOPOLD,101830
LINTON,101854
MEADOW HEIGHTS,101993
ROWSLEY,102660
WALKERVILLE NORTH,104954
FLORA HILL,101181
ASCOT,100199
WILLOW GROVE,103341
TANJIL SOUTH,102932
SPRING GULLY,102793
COOJAR,100821
LANCE CREEK,101784
CROYDON,100891
KILSYTH,101669
SEDGWICK,102719
ARCHIES CREEK,100187
POOWONG EAST,102530
GLOMAR BEACH,101315
CARRAJUNG LOWER,100689
GOLDEN BEACH,101320
BULN BULN EAST,100560
CARISBROOK,100674
MARYBOROUGH,101975
GLENGARRY NORTH,101284
PORTARLINGTON,102543
CRANBOURNE SOUTH,100868
CROYDON NORTH,100893
KALIMNA WEST,101590
CAPE CONRAN,100652
WATERHOLES,103257
BADGER CREEK,100225
LILYDALE,101843
MILLGROVE,102052
TARRINGTON,102958
ROSANNA,102647
CODRINGTON,100798
MARCUS HILL,101956
WINNINDOO,103362
DRUMBORG,101019
HARMERS HAVEN,101424
PORT WELSHPOOL,102542
GREY RIVER,101390
APOLLO BAY,100170
YUULONG,103507
BITTERN,100395
ANGLESEA,100167
SORRENTO,102777
WARRNAMBOOL,103248
BULLAHARRE,100549
BALOOK,100253
BOOLARRA SOUTH,100442
FORREST,101192
BLACKBURN NORTH,100401
CANTERBURY,100649
CAMBERWELL,100632
DUNACH,101035
STONY CREEK,102840
TOORLOO ARM,103062
AIRE VALLEY,100127
GELLIBRAND LOWER,101232
SKENES CREEK NORTH,102754
CAPE OTWAY,100653
PETTICOAT CREEK,102489
WARRAGUL SOUTH,103235
LARDNER,101802
BRIT BRIT,100505
DRIK DRIK,101011
MOUNT RICHMOND,102198
WOODLEIGH,103393
YARRAGON,103477
YARRAGON SOUTH,103478
JARRAHMOND,101561
BETE BOLONG,100369
NEWMERELLA,102339
BOX HILL NORTH,100469
FLAGSTAFF,101176
VERVALE,103159
MOOLAP,102116
THE SISTERS,103003
FOSTER NORTH,101194
ARTHURS SEAT,100197
ELINGAMITE,101091
ALLANSFORD,100146
YEODENE,103493
TABOR,102905
MINGAY,102060
CARLTON,100679
ST HELENS,102813
LARRALEA,101804
ASPENDALE,100204
MONTGOMERY,102113
FOXHOW,101196
BANGHOLME,100263
MARYKNOLL,101976
ALLAMBEE RESERVE,100140
HESKET,101464
CLAYTON,100761
MULGRAVE,102219
GOORNONG,101338
KIMBOLTON,101671
LYAL,101901
REDESDALE,102598
MALLACOOTA,101937
TOSTAREE,103070
RUFFY,102666
HARCOURT NORTH,101422
CREEK VIEW,121980
MOLLONGGHIP,102101
NARRE WARREN NORTH,102297
HEIDELBERG,101454
EAGLEMONT,101058
TESBURY,102993
TANDAROOK,102927
WALLACEDALE,103188
TECOMA,102973
FUMINA,101210
NARRE WARREN EAST,102296
DAWSON,100937
KNEBSWORTH,101689
BLACK ROCK,100399
MORTLAKE,102150
TOONGABBIE,103054
SUTHERLANDS CREEK,102888
DOVETON,101005
BARUNAH PARK,100291
NUNAWADING,102396
THE BASIN,102997
SPRINGDALLAH,102797
BURNSIDE,100592
CROXTON EAST,100890
MOSSIFACE,102153
KINGS PARK,101680
LOCH VALLEY,101868
STOCKDALE,102835
BAHGALLAH,100229
NEWFIELD,102332
TARRENLEA,102957
RAINBOW,102575
WODONGA,103368
LENEVA,101825
TAHARA,102907
NICHOLSON,102347
PORT CAMPBELL,102537
ROMSEY,102646
PORT ALBERT,102536
LAUNCHING PLACE,101806
YARRA JUNCTION,103475
GLADYSDALE,101260
PAKENHAM UPPER,102446
LAKE TYERS,101771
LAKE TYRRELL,101773
TYLDEN,103121
FERN HILL,101158
WARNCOORT,103229
COLAC EAST,100805
BARONGAROOK,100283
BAROMI,100282
JEETHO,101565
NIRRANDA,102356
WINDSOR,103353
MONBULK,102105
BURWOOD,100601
BAMGANIE,100260
LETHBRIDGE,101833
STRATHDOWNIE,102857
MOUNT WALLACE,102204
BEND OF ISLANDS,100347
WARRAYURE,103241
ELTHAM NORTH,101105
WATSONIA NORTH,103261
ELTHAM,101103
KEILOR LODGE,101629
ALFREDTON,100138
SOUTH WHARF,103517
WHEELERS HILL,103311
ROWVILLE,102661
NEWRY,102341
TINAMBA WEST,103025
MAFFRA,101923
CHAPPLE VALE,100718
LAVERS HILL,101808
MOUNT DUNEED,102178
PENNYROYAL,102478
FOSTER,101193
YANAKIE,103463
WURDIBOLUC,103434
GHERANG,101244
WINCHELSEA SOUTH,103351
BELLBRAE,100334
WENSLEYDALE,103289
FISKVILLE,101171
ALMURTA,100151
STONY CREEK,102842
ASHBOURNE,100201
CAROLINE SPRINGS,100685
ROCKBANK,102639
HILLSIDE,101485
CHELTENHAM,100728
BEAUMARIS,100321
TEMPLESTOWE,102980
TEMPLESTOWE LOWER,102981
COWES,100859
MOUNT TAYLOR,102202
FRAMLINGHAM,101197
PURNIM,102564
NAROGHID,102289
GARVOC,101222
AVONSLEIGH,100217
MURRUMBEENA,102244
PLUMPTON,102514
MELTON,102003
MELTON WEST,102005
GREENSBOROUGH,101381
HOPETOUN PARK,101495
BONNIE BROOK,123258
GRANGEFIELDS,123257
BROOKFIELD,100513
COIMADAI,100801
MOUNT TOOLEBEWONG,102203
HAPPY VALLEY,101418
DON VALLEY,100989
SUNSHINE NORTH,102882
BIG PATS CREEK,100382
CAIRNLEA,100620
ESSENDON WEST,101129
AVONDALE HEIGHTS,100215
DEER PARK,100944
RAVENHALL,102581
BULLEEN,100555
PURA PURA,102560
WOODHOUSE,103392
ARMSTRONG CREEK,104540
LARA,101801
GLEN ALVIE,101261
RYANSTON,102675
WOOD WOOD,103385
MIRALIE,102068
PENTAL ISLAND,102482
FISH POINT,101170
BENJEROOP,100351
MYSTIC PARK,102262
LADYS PASS,101743
EDI,101082
DUMOSA,101033
HAMPTON,101414
ST HELENA,103590
WARNEET,103231
TOORA NORTH,103057
INVERLOCH,101535
HUNTERSTON,101512
BEECH FOREST,100324
EUROBIN,101134
POREPUNKAH,102535
MOUNT BUFFALO,102160
BUCKLAND,100534
PICOLA,102492
KOTUPNA,101723
CARPENDEIT,100687
AIREYS INLET,100128
GUNYAH,101400
JACK RIVER,101551
DIXIE,100981
PURNIM WEST,102565
FRENCH ISLAND,101205
WANGOOM,103217
YANGERY,103467
BELLS BEACH,100340
MOUNT HELEN,102187
WRIXON,103427
WESTMEADOWS,103306
CHIRNSIDE PARK,100747
TETOORA ROAD,102994
POMBORNEIT EAST,102522
CARRUM DOWNS,100695
KAWARREN,101621
VENTNOR,103154
RHYLL,102610
EAST SALE,101064
BELL PARK,100330
NORTH GEELONG,102374
STONEHAVEN,102837
MERRICKS NORTH,102028
SOUTH PURRUMBETE,102783
MOUNT FRANKLIN,102185
DARGO,100925
COWA,100857
FARADAY,101152
CASTELLA,100699
YAN YEAN,103461
DOREEN,101000
CAPELS CROSSING,100657
REEDY LAKE,102603
KERANG,101641
MCKENZIE HILL,101986
LONGWOOD EAST,101888
TARCOMBE,102941
ST ANDREWS,102806
MARIBYRNONG,101959
SHEPHERDS FLAT,102740
SUNBURY,102877
DIGGERS REST,100974
PARWAN,102459
HADFIELD,101405
BREAMLEA,100484
SANDRINGHAM,102693
WHIRILY,103313
STEWARTON,102832
UPOTIPOTPON,103140
MELTON SOUTH,102004
STRATHTULLOH,123255
GLENBURN,101278
LYONVILLE,101906
KINGLAKE,101673
WILLUNG,103344
HIAMDALE,101471
DELACOMBE,100945
TERRICK TERRICK EAST,102992
MILL PARK,102050
TERRICK TERRICK,102991
TINAMBA,103024
MALVERN,101941
ARMADALE,100192
THOMASTOWN,103005
BUNDOORA,100568
WYNDHAM VALE,103443
MANOR LAKES,122956
WERRIBEE,103295
MAMBOURIN,101943
DIAMOND CREEK,100971
WATTLE GLEN,103269
DARTMOOR,100934
WINNAP,103361
NEWBOROUGH,102328
ESSENDON FIELDS,103717
PANTON HILL,102449
YENDON,103491
STRATHKELLAR,102860
DALLAS,100915
DANDENONG SOUTH,100922
BELL POST HILL,100331
THORPDALE SOUTH,103013
GELLIBRAND,101230
MADALYA,101920
TARRAVILLE,102951
MOUNT SABINE,102200
TARWIN LOWER,102961
LANGSBOROUGH,101798
VENUS BAY,103155
CAMPBELLFIELD,100634
ALVIE,100157
CORAGULAC,100838
BALINTORE,100236
CORUNNUN,100851
OLD TALLANGATTA,102423
TALLANGATTA,102914
WOORARRA WEST,103414
WYELANGTA,103442
SOUTH DUDLEY,102778
KENNETT RIVER,101637
MOUNTAIN VIEW,102207
FERNDALE,101162
COCKATOO,100796
THE GURDIES,102999
MITIAMO,102080
STANHOPE,102824
FULHAM,101209
MOUNT ECCLES,102179
CARAG CARAG,100658
COLIGNAN,100811
TAYLORS LAKES,102971
BONNIE DOON,100434
KEILOR,101624
BLACKBURN SOUTH,100402
BURWOOD EAST,100602
BONEO,100431
SPRINGFIELD,102798
BALWYN NORTH,100255
BUNKERS HILL,100583
MITCHAM,102076
YALCA,103451
STRATHMERTON,102863
BEARII,100316
HEPBURN SPRINGS,101460
HEYWOOD,101470
TYRENDARRA,103127
YALLOURN,103454
WOODFORD,103390
BUSHFIELD,100604
LANCEFIELD,101785
WINTER VALLEY,122907
LAURISTON,101807
CRANBOURNE WEST,100869
WEERITE,103282
TOORADIN,103060
LANGWARRIN SOUTH,101800
SOUTH GEELONG,102779
WARRAGUL WEST,103236
STRADBROKE,102845
TRAFALGAR SOUTH,103083
GREENWALD,101384
UPPER PLENTY,103146
WAHRING,103176
GOULBURN WEIR,101348
KIRWANS BRIDGE,101687
EDEN PARK,101079
MERINO,102021
TAHARA WEST,102910
GRASSDALE,101365
COROROOKE,100848
BUNDING,100567
WEST FOOTSCRAY,103301
TOTTENHAM,103071
LAVERTON,101809
WILLIAMS LANDING,103338
BALNARRING BEACH,100251
POINT LEO,102516
PATHO,102467
HARKAWAY,101423
GUYS HILL,101402
BALWYN,100254
KILLARNEY,101662
PIEDMONT,102494
GLEN HUNTLY,101265
OAKLEIGH,102413
ERICA,101123
RAWSON,102585
TRAVANCORE,103088
NEERIM SOUTH,102316
PITTONG,102511
GLENMORE,101303
WALHALLA,103182
COOPERS CREEK,100831
THORNTON,103010
RUBICON,102663
NAR NAR GOON,102276
TYNONG,103123
LONGWARRY NORTH,101886
BUNYIP,100584
MURROON,102243
IRREWARRA,101544
ONDIT,102429
WALLACE,103187
COTTLES BRIDGE,100856
BRAESIDE,100475
WATERWAYS,103259
WINGEEL,103357
HESSE,101465
SEPARATION CREEK,102722
DINGEE,100977
SMYTHES CREEK,102767
NINTINGBOOL,102354
SMYTHESDALE,102769
BLAIRGOWRIE,100406
RED HILL SOUTH,102591
KARDELLA SOUTH,101611
CARWARP,100696
FAIRHAVEN,101147
ROSEBROOK,102650
BALLIANG,100245
GUILDFORD,101396
LAKE GARDENS,101761
NERRENA,102320
POUND CREEK,102549
YINNAR,103499
ILLOWA,101524
CUDGEE,100897
ELINGAMITE NORTH,101092
PORTLAND,102544
STONYFORD,102844
KOORNALLA,101708
GRANTVILLE,101361
BEENAK,100326
CAULFIELD SOUTH,100711
HEXHAM,101466
HUGHESDALE,101509
RAYMOND ISLAND,102586
GOON NURE,101332
CONDAH,100815
TAMBO UPPER,102921
PARKVILLE,102456
CARLTON NORTH,100681
PRINCES HILL,102557
LOVELY BANKS,101891
ALTONA,100154
SEAHOLME,102711
PIPERS CREEK,102504
CARLSRUHE,100678
WOOTONG VALE,103424
COLERAINE,100810
PENTLAND HILLS,102483
BACCHUS MARSH,100222
MADDINGLEY,101921
BAGSHOT,100227
HUNTLY,101514
CARRUM,100694
SEAFORD,102710
MICKLEHAM,102041
CRAIGIEBURN,100864
WINSLOW,103363
MAILORS FLAT,101928
HASTINGS,101429
NEWPORT,102340
ALBERT PARK,100133
WILLIAMSTOWN,103339
CAMPERDOWN,100641
GNOTUK,101317
SKIBO,102755
BRANDY CREEK,100476
WARRAGUL,103234
CAMPBELLS CREEK,100636
YAPEEN,103471
TONIMBUK,103038
GARFIELD NORTH,101219
BUNYIP NORTH,100585
FRANKSTON,101201
FRANKSTON SOUTH,101203
TRENTHAM,103094
NEWBURY,102330
NOOJEE,102362
NEERIM NORTH,102315
KILMORE EAST,101667
KILMORE,101666
DONNYBROOK,100993
WEST MELBOURNE,103302
GLEN IRIS,101267
BOONAH,100447
YARRAMBAT,103480
PLENTY,102513
GLENLYON,101301
SPRING HILL,102794
LITTLE HAMPTON,101860
KENNEDYS CREEK,101636
GREENS CREEK,101380
CAMPBELLS BRIDGE,100635
MAINDAMPLE,101931
JINDIVICK,101573
MOUNT BULLER,102161
CROWLANDS,100889
HOTHAM HEIGHTS,101501
MOUNT COLE CREEK,102171
REYNARD,102607
CROOKAYAN,100882
LICOLA NORTH,101836
STRATHMORE,102864
SELWYN,102721
BRUNSWICK WEST,100528
JEPARIT,101568
TARRANYURK,102950
SALE,102684
WURRUK,103435
WARRONG,103250
LOY YANG,101895
NORTHWOOD,102382
SEYMOUR,102727
HILLDENE,101482
CRANBOURNE,100865
BOTANIC RIDGE,103704
JUNCTION VILLAGE,101582
MEREDITH,102018
SHE OAKS,102732
BUFFALO RIVER,100543
NUG NUG,102388
RICH AVON,102613
RICH AVON EAST,102614
MALMSBURY,101939
KYNETON,101736
NEWHAM,102333
ROCHFORD,102638
WY YUNG,103436
HILLSIDE,101483
BAIRNSDALE,100231
HALLAM,101406
NARRE WARREN,102295
SAMARIA,102686
TRARALGON SOUTH,103087
GRAND RIDGE,101357
WONYIP,103384
DURDIDWARRAH,101046
STEIGLITZ,102831
GLENORMISTON SOUTH,101307
NOORAT,102363
TIMBOON,103019
CURDIES RIVER,100906
ST CLAIR,102811
WONTHAGGI,103381
CROSSLEY,100885
TOWER HILL,103078
LYNDHURST,101903
MAIN RIDGE,101930
TARWIN,102960
ASHBURTON,100202
BADDAGINNIE,100223
WARRENBAYNE,103242
DONCASTER EAST,100992
DONVALE,100994
MOUNT DANDENONG,102174
OLINDA,102424
UPPER FERNTREE GULLY,103141
UPWEY,103149
ANTWERP,100169
DIMBOOLA,100976
GERANG GERUNG,101239
GOORAMBAT,101337
BROKEN CREEK,100511
GOOMALIBEE,101331
BRAVINGTON,100479
LONGWARRY,101884
ALLAMBEE,100139
SEAVIEW,102714
ROSEBUD,102651
CAPEL SOUND,102652
LARPENT,101803
IRREWILLIPE EAST,101546
LANGLEY,101797
SIDONIA,102746
DUMBALK NORTH,101032
DOCKLANDS,100986
PORT MELBOURNE,102541
YELLINGBO,103489
KIRKSTALL,101686
KOROIT,101715
PORT FAIRY,102538
SOUTHERN CROSS,102788
TOOLONG,103051
SAN REMO,102687
MIRBOO,102071
TOWANINNY SOUTH,103077
BOHO,100416
BOHO SOUTH,100418
ADELAIDE LEAD,100125
MAJORCA,101935
SEVILLE EAST,102726
TARRONE,102959
MANSFIELD,101954
MERRIJIG,102031
HEIDELBERG WEST,101456
PRESTON,102556
BELLFIELD,100339
GRETA WEST,101389
GRETA,101387
HANSONVILLE,101417
GRETA SOUTH,101388
CLYDE,100775
